Country,year,metric,amount
Sierra Leone,1962,Military Capita Spending,NA
Sierra Leone,1963,USD Constant,10508970
Sierra Leone,1963,USD Current,2155999
Sierra Leone,1963,GDP Percent,0.76
Sierra Leone,1963,Government Percent,NA
Sierra Leone,1963,Military Capita Spending,NA
Sierra Leone,1964,USD Constant,10240901
Sierra Leone,1964,USD Current,2353399
Sierra Leone,1964,GDP Percent,0.78
Sierra Leone,1964,Government Percent,NA
Sierra Leone,1964,Military Capita Spending,NA
Sierra Leone,1965,USD Constant,10441277
Sierra Leone,1965,USD Current,2505999
Sierra Leone,1965,GDP Percent,0.72
Sierra Leone,1965,Government Percent,NA
Sierra Leone,1965,Military Capita Spending,NA
Sierra Leone,1966,USD Constant,10145812
Sierra Leone,1966,USD Current,2539599
Sierra Leone,1966,GDP Percent,0.69
Sierra Leone,1966,Government Percent,NA
Sierra Leone,1966,Military Capita Spending,NA
Sierra Leone,1967,USD Constant,11130354
Sierra Leone,1967,USD Current,2883154
Sierra Leone,1967,GDP Percent,0.8
Sierra Leone,1967,Government Percent,NA
Sierra Leone,1967,Military Capita Spending,NA
Sierra Leone,1968,USD Constant,11717146
Sierra Leone,1968,USD Current,2658001
Sierra Leone,1968,GDP Percent,0.8
Sierra Leone,1968,Government Percent,NA
Sierra Leone,1968,Military Capita Spending,NA
Sierra Leone,1969,USD Constant,13992051
Sierra Leone,1969,USD Current,3297601
Sierra Leone,1969,GDP Percent,0.87
Sierra Leone,1969,Government Percent,NA
Sierra Leone,1969,Military Capita Spending,NA
Sierra Leone,1970,USD Constant,15740757
Sierra Leone,1970,USD Current,3986402
Sierra Leone,1970,GDP Percent,0.93
Sierra Leone,1970,Government Percent,NA
Sierra Leone,1970,Military Capita Spending,NA
Sierra Leone,1971,USD Constant,15151298
Sierra Leone,1971,USD Current,3770637
Sierra Leone,1971,GDP Percent,0.9
Sierra Leone,1971,Government Percent,NA
Sierra Leone,1971,Military Capita Spending,NA
Sierra Leone,1972,USD Constant,15448552
Sierra Leone,1972,USD Current,4234611
Sierra Leone,1972,GDP Percent,0.95
Sierra Leone,1972,Government Percent,NA
Sierra Leone,1972,Military Capita Spending,NA
Sierra Leone,1973,USD Constant,17660552
Sierra Leone,1973,USD Current,5022405
Sierra Leone,1973,GDP Percent,1.04
Sierra Leone,1973,Government Percent,NA
Sierra Leone,1973,Military Capita Spending,NA
Sierra Leone,1974,USD Constant,21811056
Sierra Leone,1974,USD Current,6779970
Sierra Leone,1974,GDP Percent,1.21
Sierra Leone,1974,Government Percent,NA
Sierra Leone,1974,Military Capita Spending,NA
Sierra Leone,1975,USD Constant,18639485
Sierra Leone,1975,USD Current,6526390
Sierra Leone,1975,GDP Percent,1.03
Sierra Leone,1975,Government Percent,NA
Sierra Leone,1975,Military Capita Spending,NA
Sierra Leone,1976,USD Constant,18039458
Sierra Leone,1976,USD Current,6020632
Sierra Leone,1976,GDP Percent,1.09
Sierra Leone,1976,Government Percent,NA
Sierra Leone,1976,Military Capita Spending,NA
Sierra Leone,1977,USD Constant,20097228
Sierra Leone,1977,USD Current,7064980
Sierra Leone,1977,GDP Percent,1.09
Sierra Leone,1977,Government Percent,NA
Sierra Leone,1977,Military Capita Spending,NA
Sierra Leone,1978,USD Constant,18998868
Sierra Leone,1978,USD Current,8118123
Sierra Leone,1978,GDP Percent,1
Sierra Leone,1978,Government Percent,NA
Sierra Leone,1978,Military Capita Spending,NA
Sierra Leone,1979,USD Constant,21019185
Sierra Leone,1979,USD Current,10785547
Sierra Leone,1979,GDP Percent,1.11
Sierra Leone,1979,Government Percent,NA
Sierra Leone,1979,Military Capita Spending,NA
Sierra Leone,1980,USD Constant,27767407
Sierra Leone,1980,USD Current,15907792
Sierra Leone,1980,GDP Percent,1.45
Sierra Leone,1980,Government Percent,NA
Sierra Leone,1980,Military Capita Spending,NA
Sierra Leone,1981,USD Constant,24652180
Sierra Leone,1981,USD Current,15788111
Sierra Leone,1981,GDP Percent,1.42
Sierra Leone,1981,Government Percent,NA
Sierra Leone,1981,Military Capita Spending,NA
Sierra Leone,1982,USD Constant,18584174
Sierra Leone,1982,USD Current,14128285
Sierra Leone,1982,GDP Percent,1.09
Sierra Leone,1982,Government Percent,NA
Sierra Leone,1982,Military Capita Spending,NA
Sierra Leone,1983,USD Constant,12155509
Sierra Leone,1983,USD Current,10236935
Sierra Leone,1983,GDP Percent,1.03
Sierra Leone,1983,Government Percent,NA
Sierra Leone,1983,Military Capita Spending,NA
Sierra Leone,1984,USD Constant,9421723
Sierra Leone,1984,USD Current,9920516
Sierra Leone,1984,GDP Percent,0.91
Sierra Leone,1984,Government Percent,NA
Sierra Leone,1984,Military Capita Spending,NA
Sierra Leone,1985,USD Constant,6851526
Sierra Leone,1985,USD Current,6281703
Sierra Leone,1985,GDP Percent,0.73
Sierra Leone,1985,Government Percent,NA
Sierra Leone,1985,Military Capita Spending,NA
Sierra Leone,1986,USD Constant,13773125
Sierra Leone,1986,USD Current,7227149
Sierra Leone,1986,GDP Percent,1.47
Sierra Leone,1986,Government Percent,NA
Sierra Leone,1986,Military Capita Spending,NA
Sierra Leone,1987,USD Constant,6632790
Sierra Leone,1987,USD Current,4585445
Sierra Leone,1987,GDP Percent,0.69
Sierra Leone,1987,Government Percent,NA
Sierra Leone,1987,Military Capita Spending,NA
Sierra Leone,1988,USD Constant,9270979
Sierra Leone,1988,USD Current,9011475
Sierra Leone,1988,GDP Percent,0.85
Sierra Leone,1988,Government Percent,NA
Sierra Leone,1988,Military Capita Spending,2
Sierra Leone,1989,USD Constant,16941444
Sierra Leone,1989,USD Current,14394912
Sierra Leone,1989,GDP Percent,1.54
Sierra Leone,1989,Government Percent,NA
Sierra Leone,1989,Military Capita Spending,3
Sierra Leone,1990,USD Constant,17499190
Sierra Leone,1990,USD Current,12387254
Sierra Leone,1990,GDP Percent,1.31
Sierra Leone,1990,Government Percent,NA
Sierra Leone,1990,Military Capita Spending,3
Sierra Leone,1991,USD Constant,31504905
Sierra Leone,1991,USD Current,23179750
Sierra Leone,1991,GDP Percent,2.04
Sierra Leone,1991,Government Percent,NA
Sierra Leone,1991,Military Capita Spending,5
Sierra Leone,1992,USD Constant,37026832
Sierra Leone,1992,USD Current,26661755
Sierra Leone,1992,GDP Percent,2.69
Sierra Leone,1992,Government Percent,NA
Sierra Leone,1992,Military Capita Spending,6
Sierra Leone,1993,USD Constant,30135848
Sierra Leone,1993,USD Current,23339131
Sierra Leone,1993,GDP Percent,2.08
Sierra Leone,1993,Government Percent,NA
Sierra Leone,1993,Military Capita Spending,5
Sierra Leone,1994,USD Constant,28481813
Sierra Leone,1994,USD Current,26495552
Sierra Leone,1994,GDP Percent,1.99
Sierra Leone,1994,Government Percent,NA
Sierra Leone,1994,Military Capita Spending,6
Sierra Leone,1995,USD Constant,27481391
Sierra Leone,1995,USD Current,25023305
Sierra Leone,1995,GDP Percent,1.97
Sierra Leone,1995,Government Percent,NA
Sierra Leone,1995,Military Capita Spending,6
Sierra Leone,1996,USD Constant,20216792
Sierra Leone,1996,USD Current,18592815
Sierra Leone,1996,GDP Percent,1.35
Sierra Leone,1996,Government Percent,NA
Sierra Leone,1996,Military Capita Spending,4
Sierra Leone,1997,USD Constant,9602534
Sierra Leone,1997,USD Current,9490750
Sierra Leone,1997,GDP Percent,0.76
Sierra Leone,1997,Government Percent,NA
Sierra Leone,1997,Military Capita Spending,2
Sierra Leone,1998,USD Constant,11917609
Sierra Leone,1998,USD Current,10054233
Sierra Leone,1998,GDP Percent,1.02
Sierra Leone,1998,Government Percent,NA
Sierra Leone,1998,Military Capita Spending,2
Sierra Leone,1999,USD Constant,17340033
Sierra Leone,1999,USD Current,17000427
Sierra Leone,1999,GDP Percent,1.74
Sierra Leone,1999,Government Percent,NA
Sierra Leone,1999,Military Capita Spending,4
Sierra Leone,2000,USD Constant,27826235
Sierra Leone,2000,USD Current,23310804
Sierra Leone,2000,GDP Percent,2.51
Sierra Leone,2000,Government Percent,15.36
Sierra Leone,2000,Military Capita Spending,5
Sierra Leone,2001,USD Constant,33047951
Sierra Leone,2001,USD Current,29911135
Sierra Leone,2001,GDP Percent,2.74
Sierra Leone,2001,Government Percent,14.36
Sierra Leone,2001,Military Capita Spending,6
Sierra Leone,2002,USD Constant,32886569
Sierra Leone,2002,USD Current,27133962
Sierra Leone,2002,GDP Percent,2.16
Sierra Leone,2002,Government Percent,10.81
Sierra Leone,2002,Military Capita Spending,5
Sierra Leone,2003,USD Constant,35886891
Sierra Leone,2003,USD Current,28467934
Sierra Leone,2003,GDP Percent,2.05
Sierra Leone,2003,Government Percent,10.91
Sierra Leone,2003,Military Capita Spending,5
Sierra Leone,2004,USD Constant,29148949
Sierra Leone,2004,USD Current,22961537
Sierra Leone,2004,GDP Percent,1.58
Sierra Leone,2004,Government Percent,8.75
Sierra Leone,2004,Military Capita Spending,4
Sierra Leone,2005,USD Constant,28543293
Sierra Leone,2005,USD Current,23552130
Sierra Leone,2005,GDP Percent,1.43
Sierra Leone,2005,Government Percent,7.91
Sierra Leone,2005,Military Capita Spending,4
Sierra Leone,2006,USD Constant,31779422
Sierra Leone,2006,USD Current,28022458
Sierra Leone,2006,GDP Percent,1.49
Sierra Leone,2006,Government Percent,8.94
Sierra Leone,2006,Military Capita Spending,5
Sierra Leone,2007,USD Constant,29766584
Sierra Leone,2007,USD Current,29076876
Sierra Leone,2007,GDP Percent,1.35
Sierra Leone,2007,Government Percent,10.4
Sierra Leone,2007,Military Capita Spending,5
Sierra Leone,2008,USD Constant,22343572
Sierra Leone,2008,USD Current,23645737
Sierra Leone,2008,GDP Percent,0.94
Sierra Leone,2008,Government Percent,5.84
Sierra Leone,2008,Military Capita Spending,4
Sierra Leone,2009,USD Constant,26364354
Sierra Leone,2009,USD Current,26405565
Sierra Leone,2009,GDP Percent,1.08
Sierra Leone,2009,Government Percent,6.16
Sierra Leone,2009,Military Capita Spending,4
Sierra Leone,2010,USD Constant,27428760
Sierra Leone,2010,USD Current,25062279
Sierra Leone,2010,GDP Percent,0.97
Sierra Leone,2010,Government Percent,4.81
Sierra Leone,2010,Military Capita Spending,4
Sierra Leone,2011,USD Constant,28544834
Sierra Leone,2011,USD Current,25476184
Sierra Leone,2011,GDP Percent,0.87
Sierra Leone,2011,Government Percent,4.03
Sierra Leone,2011,Military Capita Spending,4
Sierra Leone,2012,USD Constant,31245622
Sierra Leone,2012,USD Current,29758934
Sierra Leone,2012,GDP Percent,0.78
Sierra Leone,2012,Government Percent,3.85
Sierra Leone,2012,Military Capita Spending,4
Sierra Leone,2013,USD Constant,31444289
Sierra Leone,2013,USD Current,31684939
Sierra Leone,2013,GDP Percent,0.64
Sierra Leone,2013,Government Percent,4.11
Sierra Leone,2013,Military Capita Spending,5
Sierra Leone,2014,USD Constant,48337267
Sierra Leone,2014,USD Current,48810631
Sierra Leone,2014,GDP Percent,0.97
Sierra Leone,2014,Government Percent,5.52
Sierra Leone,2014,Military Capita Spending,7
Sierra Leone,2015,USD Constant,40888250
Sierra Leone,2015,USD Current,39226514
Sierra Leone,2015,GDP Percent,0.92
Sierra Leone,2015,Government Percent,4.45
Sierra Leone,2015,Military Capita Spending,5
Sierra Leone,2016,USD Constant,50167995
Sierra Leone,2016,USD Current,37414732
Sierra Leone,2016,GDP Percent,1.12
Sierra Leone,2016,Government Percent,4.78
Sierra Leone,2016,Military Capita Spending,5
Sierra Leone,2017,USD Constant,45548193
Sierra Leone,2017,USD Current,39577826
Sierra Leone,2017,GDP Percent,1.09
Sierra Leone,2017,Government Percent,4.52
Sierra Leone,2017,Military Capita Spending,5
Sierra Leone,2018,USD Constant,31611762
Sierra Leone,2018,USD Current,29622478
Sierra Leone,2018,GDP Percent,0.75
Sierra Leone,2018,Government Percent,3.41
Sierra Leone,2018,Military Capita Spending,4
Sierra Leone,2019,USD Constant,28823301
Sierra Leone,2019,USD Current,27430737
Sierra Leone,2019,GDP Percent,0.67
Sierra Leone,2019,Government Percent,3.16
Sierra Leone,2019,Military Capita Spending,4
Sierra Leone,2020,USD Constant,22374596
Sierra Leone,2020,USD Current,22374596
Sierra Leone,2020,GDP Percent,0.55
Sierra Leone,2020,Government Percent,2.14
Sierra Leone,2020,Military Capita Spending,3
Sierra Leone,2021,USD Constant,25324677
Sierra Leone,2021,USD Current,27269403
Sierra Leone,2021,GDP Percent,0.61
Sierra Leone,2021,Government Percent,2.6
Sierra Leone,2021,Military Capita Spending,3
Somalia,1949,USD Constant,NA
Somalia,1949,USD Current,NA
Somalia,1949,GDP Percent,NA
Somalia,1949,Government Percent,NA
Somalia,1949,Military Capita Spending,NA
Somalia,1950,USD Constant,NA
Somalia,1950,USD Current,NA
Somalia,1950,GDP Percent,NA
Somalia,1950,Government Percent,NA
Somalia,1950,Military Capita Spending,NA
Somalia,1951,USD Constant,NA
Somalia,1951,USD Current,NA
Somalia,1951,GDP Percent,NA
Somalia,1951,Government Percent,NA
Somalia,1951,Military Capita Spending,NA
Somalia,1952,USD Constant,NA
Somalia,1952,USD Current,NA
Somalia,1952,GDP Percent,NA
Somalia,1952,Government Percent,NA
Somalia,1952,Military Capita Spending,NA
Somalia,1953,USD Constant,NA
Somalia,1953,USD Current,NA
Somalia,1953,GDP Percent,NA
Somalia,1953,Government Percent,NA
Somalia,1953,Military Capita Spending,NA
Somalia,1954,USD Constant,NA
Somalia,1954,USD Current,NA
Somalia,1954,GDP Percent,NA
Somalia,1954,Government Percent,NA
Somalia,1954,Military Capita Spending,NA
Somalia,1955,USD Constant,NA
Somalia,1955,USD Current,NA
Somalia,1955,GDP Percent,NA
Somalia,1955,Government Percent,NA
Somalia,1955,Military Capita Spending,NA
Somalia,1956,USD Constant,NA
Somalia,1956,USD Current,NA
Somalia,1956,GDP Percent,NA
Somalia,1956,Government Percent,NA
Somalia,1956,Military Capita Spending,NA
Somalia,1957,USD Constant,NA
Somalia,1957,USD Current,NA
Somalia,1957,GDP Percent,NA
Somalia,1957,Government Percent,NA
Somalia,1957,Military Capita Spending,NA
Somalia,1958,USD Constant,NA
Somalia,1958,USD Current,NA
Somalia,1958,GDP Percent,NA
Somalia,1958,Government Percent,NA
Somalia,1958,Military Capita Spending,NA
Somalia,1959,USD Constant,NA
Somalia,1959,USD Current,NA
Somalia,1959,GDP Percent,NA
Somalia,1959,Government Percent,NA
Somalia,1959,Military Capita Spending,NA
Somalia,1960,USD Constant,NA
Somalia,1960,USD Current,NA
Somalia,1960,GDP Percent,NA
Somalia,1960,Government Percent,NA
Somalia,1960,Military Capita Spending,NA
Somalia,1961,USD Constant,NA
Somalia,1961,USD Current,3160000
Somalia,1961,GDP Percent,0.23
Somalia,1961,Government Percent,NA
Somalia,1961,Military Capita Spending,NA
Somalia,1962,USD Constant,NA
Somalia,1962,USD Current,3700000
Somalia,1962,GDP Percent,0.25
Somalia,1962,Government Percent,NA
Somalia,1962,Military Capita Spending,NA
Somalia,1963,USD Constant,NA
Somalia,1963,USD Current,4480000
Somalia,1963,GDP Percent,0.29
Somalia,1963,Government Percent,NA
Somalia,1963,Military Capita Spending,NA
Somalia,1964,USD Constant,NA
Somalia,1964,USD Current,5420000
Somalia,1964,GDP Percent,0.33
Somalia,1964,Government Percent,NA
Somalia,1964,Military Capita Spending,NA
Somalia,1965,USD Constant,NA
Somalia,1965,USD Current,5170000
Somalia,1965,GDP Percent,0.3
Somalia,1965,Government Percent,NA
Somalia,1965,Military Capita Spending,NA
Somalia,1966,USD Constant,NA
Somalia,1966,USD Current,6500000
Somalia,1966,GDP Percent,0.35
Somalia,1966,Government Percent,NA
Somalia,1966,Military Capita Spending,NA
Somalia,1967,USD Constant,NA
Somalia,1967,USD Current,7530000
Somalia,1967,GDP Percent,0.39
Somalia,1967,Government Percent,NA
Somalia,1967,Military Capita Spending,NA
Somalia,1968,USD Constant,NA
Somalia,1968,USD Current,8340000
Somalia,1968,GDP Percent,0.41
Somalia,1968,Government Percent,NA
Somalia,1968,Military Capita Spending,NA
Somalia,1969,USD Constant,NA
Somalia,1969,USD Current,9000000
Somalia,1969,GDP Percent,0.42
Somalia,1969,Government Percent,NA
Somalia,1969,Military Capita Spending,NA
Somalia,1970,USD Constant,NA
Somalia,1970,USD Current,11200000
Somalia,1970,GDP Percent,0.5
Somalia,1970,Government Percent,NA
Somalia,1970,Military Capita Spending,NA
Somalia,1971,USD Constant,NA
Somalia,1971,USD Current,11400000
Somalia,1971,GDP Percent,0.48
Somalia,1971,Government Percent,NA
Somalia,1971,Military Capita Spending,NA
Somalia,1972,USD Constant,NA
Somalia,1972,USD Current,13200000
Somalia,1972,GDP Percent,0.45
Somalia,1972,Government Percent,NA
Somalia,1972,Military Capita Spending,NA
Somalia,1973,USD Constant,NA
Somalia,1973,USD Current,16100000
Somalia,1973,GDP Percent,0.51
Somalia,1973,Government Percent,NA
Somalia,1973,Military Capita Spending,NA
Somalia,1974,USD Constant,NA
Somalia,1974,USD Current,21400000
Somalia,1974,GDP Percent,0.73
Somalia,1974,Government Percent,NA
Somalia,1974,Military Capita Spending,NA
Somalia,1975,USD Constant,NA
Somalia,1975,USD Current,23100000
Somalia,1975,GDP Percent,0.52
Somalia,1975,Government Percent,NA
Somalia,1975,Military Capita Spending,NA
Somalia,1976,USD Constant,NA
Somalia,1976,USD Current,26300000
Somalia,1976,GDP Percent,0.52
Somalia,1976,Government Percent,NA
Somalia,1976,Military Capita Spending,NA
Somalia,1977,USD Constant,NA
Somalia,1977,USD Current,31700000
Somalia,1977,GDP Percent,0.46
Somalia,1977,Government Percent,NA
Somalia,1977,Military Capita Spending,NA
Somalia,1978,USD Constant,NA
Somalia,1978,USD Current,81400000
Somalia,1978,GDP Percent,0.99
Somalia,1978,Government Percent,NA
Somalia,1978,Military Capita Spending,NA
Somalia,1979,USD Constant,NA
Somalia,1979,USD Current,87700000
Somalia,1979,GDP Percent,0.97
Somalia,1979,Government Percent,NA
Somalia,1979,Military Capita Spending,NA
Somalia,1980,USD Constant,NA
Somalia,1980,USD Current,95500000
Somalia,1980,GDP Percent,0.55
Somalia,1980,Government Percent,NA
Somalia,1980,Military Capita Spending,NA
Somalia,1981,USD Constant,NA
Somalia,1981,USD Current,134000000
Somalia,1981,GDP Percent,0.61
Somalia,1981,Government Percent,NA
Somalia,1981,Military Capita Spending,NA
Somalia,1982,USD Constant,NA
Somalia,1982,USD Current,83900000
Somalia,1982,GDP Percent,0.29
Somalia,1982,Government Percent,NA
Somalia,1982,Military Capita Spending,NA
Somalia,1983,USD Constant,NA
Somalia,1983,USD Current,83900000
Somalia,1983,GDP Percent,0.24
Somalia,1983,Government Percent,NA
Somalia,1983,Military Capita Spending,NA
Somalia,1984,USD Constant,NA
Somalia,1984,USD Current,89200000
Somalia,1984,GDP Percent,0.14
Somalia,1984,Government Percent,NA
Somalia,1984,Military Capita Spending,NA
Somalia,1985,USD Constant,NA
Somalia,1985,USD Current,44300000
Somalia,1985,GDP Percent,0.05
Somalia,1985,Government Percent,NA
Somalia,1985,Military Capita Spending,NA
Somalia,1986,USD Constant,NA
Somalia,1986,USD Current,34900000
Somalia,1986,GDP Percent,28.95
Somalia,1986,Government Percent,NA
Somalia,1986,Military Capita Spending,NA
Somalia,1987,USD Constant,NA
